"","Раздел","Категория Revit","Семейство","Версия","Описание изменения","Ответственный","Путь"
"21.12.2023","ВК","Сантехнические приборы","АСК_Полотенцесушитель_П-образный ГОСТ 31311-2005","1.0.1","Создано","Жук Виталий Томашевич","P:\03_БИБЛИОТЕКА\Revit_6_Семейства\05_ВК\Сантехнические приборы\Полотенцесушитель_ГОСТ 31311-2005\АСК_Полотенцесушитель_П-образный ГОСТ 31311-2005 (v1.0.1).rfa"
"21.12.2023","АР","Обобщенные модели","АСК_Изделие закладное с анкером Fasty","1.0.1","Создано","Красильников Дмитрий Сергеевич","P:\03_БИБЛИОТЕКА\Revit_6_Семейства\03_КЖ\Изделия закладные\АСК_Изделие закладное с анкером Fasty (v1.0.1).rfa"
"26.12.2023","ЭЛ","Соединительные детали воздуховодов","АСК_Стальная полоса_Крестовина_OBO ","1.0.1","Создано","Васьков Денис Игоревич","P:\03_БИБЛИОТЕКА\Revit_6_Семейства\07_ЭЛ\Молниезащита и заземление\OBO Bettermann\Соединительные детали стальных полос"
"26.12.2023","ЭЛ","Соединительные детали воздуховодов","АСК_Стальная полоса_Отвод_OBO","1.0.1","Создано","Васьков Денис Игоревич","P:\03_БИБЛИОТЕКА\Revit_6_Семейства\07_ЭЛ\Молниезащита и заземление\OBO Bettermann\Соединительные детали стальных полос"
"26.12.2023","ЭЛ","Соединительные детали воздуховодов","АСК_Стальная полоса_Переход_OBO","1.0.1","Создано","Васьков Денис Игоревич","P:\03_БИБЛИОТЕКА\Revit_6_Семейства\07_ЭЛ\Молниезащита и заземление\OBO Bettermann\Соединительные детали стальных полос"
"26.12.2023","ЭЛ","Соединительные детали воздуховодов","АСК_Стальная полоса_Торцевая заглушка_OBO","1.0.1","Создано","Васьков Денис Игоревич","P:\03_БИБЛИОТЕКА\Revit_6_Семейства\07_ЭЛ\Молниезащита и заземление\OBO Bettermann\Соединительные детали стальных полос"
"26.12.2023","ЭЛ","Соединительные детали воздуховодов","АСК_Стальная полоса_Тройник_OBO","1.0.1","Создано","Васьков Денис Игоревич","P:\03_БИБЛИОТЕКА\Revit_6_Семейства\07_ЭЛ\Молниезащита и заземление\OBO Bettermann\Соединительные детали стальных полос"
"26.12.2023","ЭЛ","Соединительные детали воздуховодов","АСК_Круглый проводник_Крестовина_Vario_OBO","1.0.1","Создано","Васьков Денис Игоревич","P:\03_БИБЛИОТЕКА\Revit_6_Семейства\07_ЭЛ\Молниезащита и заземление\OBO Bettermann\Соединительные детали круглых проводников"
"26.12.2023","ЭЛ","Соединительные детали воздуховодов","АСК_Круглый проводник_Отвод_D8_OBO","1.0.1","Создано","Васьков Денис Игоревич","P:\03_БИБЛИОТЕКА\Revit_6_Семейства\07_ЭЛ\Молниезащита и заземление\OBO Bettermann\Соединительные детали круглых проводников"
"26.12.2023","ЭЛ","Соединительные детали воздуховодов","АСК_Круглый проводник_Переход_OBO","1.0.1","Создано","Васьков Денис Игоревич","P:\03_БИБЛИОТЕКА\Revit_6_Семейства\07_ЭЛ\Молниезащита и заземление\OBO Bettermann\Соединительные детали круглых проводников"
"26.12.2023","ЭЛ","Соединительные детали воздуховодов","АСК_Круглый проводник_Соединение_Компенсатор_OBO","1.0.1","Создано","Васьков Денис Игоревич","P:\03_БИБЛИОТЕКА\Revit_6_Семейства\07_ЭЛ\Молниезащита и заземление\OBO Bettermann\Соединительные детали круглых проводников"
"26.12.2023","ЭЛ","Соединительные детали воздуховодов","АСК_Круглый проводник_Тройник_Vario_OBO","1.0.1","Создано","Васьков Денис Игоревич","P:\03_БИБЛИОТЕКА\Revit_6_Семейства\07_ЭЛ\Молниезащита и заземление\OBO Bettermann\Соединительные детали круглых проводников"
"26.12.2023","ЭЛ","","АСК_Стальная полоса_ГОСТ 8509-93 (v1.0.1)","1.0.1","Создано","Васьков Денис Игоревич","P:\03_БИБЛИОТЕКА\Revit_6_Семейства\07_ЭЛ\Молниезащита и заземление"
"26.12.2023","ЭЛ","","АСК_Круглый проводник_ГОСТ 2590-2006 (v1.0.1)","1.0.1","Создано","Васьков Денис Игоревич","P:\03_БИБЛИОТЕКА\Revit_6_Семейства\07_ЭЛ\Молниезащита и заземление"
"26.12.2023","ЭЛ","Соединительные детали воздуховодов","АСК_Кабельный канал_Переходник_ЭЛЕКОР_IEK","1.0.1","Создано","Васьков Денис Игоревич","P:\03_БИБЛИОТЕКА\Revit_6_Семейства\07_ЭЛ\Кабеленесущие системы\IEK_ЭЛЕКОР_Кабельные каналы"
"26.12.2023","ЭЛ","Соединительные детали воздуховодов","АСК_Кабельный канал_Поворот_ЭЛЕКОР_IEK (v1.0.1)","1.0.1","Создано","Васьков Денис Игоревич","P:\03_БИБЛИОТЕКА\Revit_6_Семейства\07_ЭЛ\Кабеленесущие системы\IEK_ЭЛЕКОР_Кабельные каналы"
"26.12.2023","ЭЛ","Соединительные детали воздуховодов","АСК_Кабельный канал_Соединитель_ЭЛЕКОР_IEK","1.0.1","Создано","Васьков Денис Игоревич","P:\03_БИБЛИОТЕКА\Revit_6_Семейства\07_ЭЛ\Кабеленесущие системы\IEK_ЭЛЕКОР_Кабельные каналы"
"26.12.2023","ЭЛ","Соединительные детали воздуховодов","АСК_Кабельный канал_Тройник_ЭЛЕКОР_IEK","1.0.1","Создано","Васьков Денис Игоревич","P:\03_БИБЛИОТЕКА\Revit_6_Семейства\07_ЭЛ\Кабеленесущие системы\IEK_ЭЛЕКОР_Кабельные каналы"
"25.12.2023","ЭЛ","Электрооборудование","АСК_Щит_Распределительный_Настенный_IEK_КМПн IP55","1.0.1","Создано","Васьков Денис Игоревич","P:\03_БИБЛИОТЕКА\Revit_6_Семейства\07_ЭЛ\Щиты и ящики\IEK_КМПн IP55"
"25.12.2023","ЭЛ","Электрооборудование","АСК_Щит_Распределительный_Встраиваемый (v5.0.1)","5.0.1","Обновлено вложенное семейство оборудования щитка. Улучшена логика подбора оборудования для щитков.","Васьков Денис Игоревич","P:\03_БИБЛИОТЕКА\Revit_6_Семейства\07_ЭЛ\Щиты и ящики\_Типовые"
"25.12.2023","ЭЛ","Электрооборудование","АСК_Щит_Распределительный_Настенный (v5.0.1)","5.0.1","Обновлено вложенное семейство оборудования щитка. Улучшена логика подбора оборудования для щитков.","Васьков Денис Игоревич","P:\03_БИБЛИОТЕКА\Revit_6_Семейства\07_ЭЛ\Щиты и ящики\_Типовые"
"26.12.2023","ЭЛ","Осветительные приборы","АСК_Оповещатель световой_Настенный","4.0.1","Обновлено графическое обозначение, добавлены базовые типоразмеры","Васьков Денис Игоревич","P:\03_БИБЛИОТЕКА\Revit_6_Семейства\07_ЭЛ\Осветительные приборы\Световой оповещатель\_Типовые"
"26.12.2023","ЭЛ","Осветительные приборы","АСК_Оповещатель световой_Потолочный","1.0.1","Создано","Васьков Денис Игоревич","P:\03_БИБЛИОТЕКА\Revit_6_Семейства\07_ЭЛ\Осветительные приборы\Световой оповещатель\_Типовые"
"09.01.2024","АР","Двери","АСК_Дверь_Алюм_Двупольная_ГОСТ 23747-2015","5.4.11","Скорректирована точка расчета площади","Красильников Дмитрий Сергеевич","P:\03_БИБЛИОТЕКА\Revit_6_Семейства\02_АР\Двери\Алюминиевые\АСК_Дверь_Алюм_Двупольная_ГОСТ 23747-2015 (v5.4.11).rfa"
"09.01.2024","АР","Двери","АСК_Дверь_Алюм_Двупольная_Фрамуга_ГОСТ 23747-2015","5.4.11","Скорректирована точка расчета площади","Красильников Дмитрий Сергеевич","P:\03_БИБЛИОТЕКА\Revit_6_Семейства\02_АР\Двери\Алюминиевые\АСК_Дверь_Алюм_Двупольная_Фрамуга_ГОСТ 23747-2015 (v5.4.11).rfa"
"09.01.2024","АР","Двери","АСК_Дверь_Алюм_Однопольная_ГОСТ 23747-2015","5.4.11","Скорректирована точка расчета площади","Красильников Дмитрий Сергеевич","P:\03_БИБЛИОТЕКА\Revit_6_Семейства\02_АР\Двери\Алюминиевые\АСК_Дверь_Алюм_Однопольная_ГОСТ 23747-2015 (v5.4.11).rfa"
"09.01.2024","АР","Двери","АСК_Дверь_Алюм_Однопольная_Фрамуга_ГОСТ 23747-2015","5.4.11","Скорректирована точка расчета площади","Красильников Дмитрий Сергеевич","P:\03_БИБЛИОТЕКА\Revit_6_Семейства\02_АР\Двери\Алюминиевые\АСК_Дверь_Алюм_Однопольная_Фрамуга_ГОСТ 23747-2015 (v5.4.11).rfa"
"09.01.2024","АР","Двери","АСК_Дверь_Дерев_Двупольная_ГОСТ 475-2016","5.4.11","Скорректирована точка расчета площади","Красильников Дмитрий Сергеевич","P:\03_БИБЛИОТЕКА\Revit_6_Семейства\02_АР\Двери\Деревянные\АСК_Дверь_Дерев_Двупольная_ГОСТ 475-2016 (v5.4.11).rfa"
"09.01.2024","АР","Двери","АСК_Дверь_Дерев_Однопольная_ГОСТ 475-2016","5.4.12","Скорректирована точка расчета площади","Красильников Дмитрий Сергеевич","P:\03_БИБЛИОТЕКА\Revit_6_Семейства\02_АР\Двери\Деревянные\АСК_Дверь_Дерев_Однопольная_ГОСТ 475-2016 (v5.4.12).rfa"
"09.01.2024","АР","Двери","АСК_Дверь_ПВХ_Двупольная_ГОСТ 30970-2014","5.4.11","Скорректирована точка расчета площади","Красильников Дмитрий Сергеевич","P:\03_БИБЛИОТЕКА\Revit_6_Семейства\02_АР\Двери\ПВХ\АСК_Дверь_ПВХ_Двупольная_ГОСТ 30970-2014 (v5.4.11).rfa"
"09.01.2024","АР","Двери","АСК_Дверь_ПВХ_Однопольная_ГОСТ 30970-2014","5.4.11","Скорректирована точка расчета площади","Красильников Дмитрий Сергеевич","P:\03_БИБЛИОТЕКА\Revit_6_Семейства\02_АР\Двери\ПВХ\АСК_Дверь_ПВХ_Однопольная_ГОСТ 30970-2014 (v5.4.11).rfa"
"09.01.2024","АР","Двери","АСК_Дверь_Противопожар_Двупольная_ГОСТ Р 57327-2016","5.4.12","Скорректирована точка расчета площади","Красильников Дмитрий Сергеевич","P:\03_БИБЛИОТЕКА\Revit_6_Семейства\02_АР\Двери\Противопожарные\АСК_Дверь_Противопожар_Двупольная_ГОСТ Р 57327-2016 (v5.4.12).rfa"
"09.01.2024","АР","Двери","АСК_Дверь_Противопожар_Однопольная_ГОСТ Р 57327-2016","5.4.15","Скорректирована точка расчета площади","Красильников Дмитрий Сергеевич","P:\03_БИБЛИОТЕКА\Revit_6_Семейства\02_АР\Двери\Противопожарные\АСК_Дверь_Противопожар_Однопольная_ГОСТ Р 57327-2016 (v5.4.15).rfa"
"09.01.2024","АР","Двери","АСК_Дверь_Сталь_Двупольная_ГОСТ 31173-2016","5.4.11","Скорректирована точка расчета площади","Красильников Дмитрий Сергеевич","P:\03_БИБЛИОТЕКА\Revit_6_Семейства\02_АР\Двери\Стальные\АСК_Дверь_Сталь_Двупольная_ГОСТ 31173-2016 (v5.4.11).rfa"
"09.01.2024","АР","Двери","АСК_Дверь_Сталь_Однопольная_ГОСТ 31173-2016","5.4.11","Скорректирована точка расчета площади","Красильников Дмитрий Сергеевич","P:\03_БИБЛИОТЕКА\Revit_6_Семейства\02_АР\Двери\Стальные\АСК_Дверь_Сталь_Однопольная_ГОСТ 31173-2016 (v5.4.11).rfa"
"15.01.2024","АР","Несущие колонны","АСК_Вентканал_Сборный","2.3.1","Добавлены параметры (_Объем, _Тип подсчета количества), вложено общее семейство кладочной сетки","Красильников Дмитрий Сергеевич","P:\03_БИБЛИОТЕКА\Revit_6_Семейства\02_АР\Вентканалы (Несущие колонны)\АСК_Вентканал_Сборный (v2.3.1).rfa"
"15.01.2024","АР","Несущие колонны","_АСК_Элемент вентканала_Сетка кладочная","1.0.1","Создано","Красильников Дмитрий Сергеевич","P:\03_БИБЛИОТЕКА\Revit_3_Разработка семейств\01_В работе\Несущие колонны\Вентканалы\_Вложенные\_АСК_Элемент вентканала_Сетка кладочная (v1.0.1).rfa"
"15.01.2024","АР","Несущие колонны","АСК_Вентканал_ЭП_Берит","1.0.3","Добавлен параметр _Тип подсчета количества","Красильников Дмитрий Сергеевич","P:\03_БИБЛИОТЕКА\Revit_6_Семейства\02_АР\Вентканалы (Несущие колонны)\АСК_Вентканал_ЭП_Берит (v1.0.3).rfa"
"18.01.2024","АР","Несущие колонны","АСК_Вентканал_Сборный","2.4.1","Обновлено вложенное семейство кладочной сетки","Красильников Дмитрий Сергеевич","P:\03_БИБЛИОТЕКА\Revit_6_Семейства\02_АР\Вентканалы (Несущие колонны)\АСК_Вентканал_Сборный (v2.4.1).rfa"
"18.01.2024","АР","Несущие колонны","_АСК_Элемент вентканала_Сетка кладочная","2.0.1","Изменен шаблон, на котором создано семейство","Красильников Дмитрий Сергеевич","P:\03_БИБЛИОТЕКА\Revit_3_Разработка семейств\01_В работе\Несущие колонны\Вентканалы\_Вложенные\_АСК_Элемент вентканала_Сетка кладочная (v2.0.1).rfa"
"23.01.2024","АР","Каркас несущий","АСК_Отлив_Форма 5.14","1.1.1","Создано","Попов Антон Михайлович","P:\03_БИБЛИОТЕКА\Revit_6_Семейства\02_АР\Фасонные элементы (Каркас несущий)\АСК_Отлив_Форма 5.14 (v1.1.1).rfa"
"24.01.2024","АР","Каркас несущий","АСК_Отлив_Форма 4.15","1.0.1","Создано","Попов Антон Михайлович","P:\03_БИБЛИОТЕКА\Revit_6_Семейства\02_АР\Фасонные элементы (Каркас несущий)\АСК_Отлив_Форма 4.15 (v1.0.1).rfa"
"02.02.2024","АР","Обобщенные модели","АСК_Решетка_Жалюзийная_Ламели","1.1.5","Добавлена возможность изменения толщины рамки","Красильников Дмитрий Сергеевич","P:\03_БИБЛИОТЕКА\Revit_6_Семейства\02_АР\Решетки жалюзийные (Обобщенные модели)\АСК_Решетка_Жалюзийная_Ламели (v1.1.5).rfa"
"05.02.2024","КЖ","Обобщенные модели","АСК_Изделие закладное с анкером Fasty","1.0.2","Изменено описание","Красильников Дмитрий Сергеевич","P:\03_БИБЛИОТЕКА\Revit_6_Семейства\03_КЖ\Изделия закладные\АСК_Изделие закладное с анкером Fasty (v1.0.2).rfa"
"05.02.2024","КЖ","Обобщенные модели","АСК_Изделие закладное с анкером Hilti","1.0.2","Изменено описание","Красильников Дмитрий Сергеевич","P:\03_БИБЛИОТЕКА\Revit_6_Семейства\03_КЖ\Изделия закладные\АСК_Изделие закладное с анкером Hilti (v1.0.2).rfa"
"07.02.2024","АР","Мебель","АСК_2D_Стол_Обеденный_Круглый_4 стула","1.0.1","Создано","Попов Антон Михайлович","P:\03_БИБЛИОТЕКА\Revit_6_Семейства\02_АР\Мебель\2D\АСК_2D_Стол_Обеденный_Круглый_4 стула (v1.0.1).rfa"
"12.02.2024","АР","Панель витража","АСК_Дверь витража_Распашная_Двупол","4.2.12","Изменен принцип разворота полотна","Калачев Даниил Артемович","P:\03_БИБЛИОТЕКА\Revit_6_Семейства\02_АР\Витражи\Двери (Панели витража)\АСК_Дверь витража_Распашная_Двупол (v4.2.12).rfa"
"19.01.2024","АР","Панель витража","АСК_Дверь витража_Распашная_Однопол","4.2.13","Изменен принцип разворота полотна","Калачев Даниил Артемович","P:\03_БИБЛИОТЕКА\Revit_6_Семейства\02_АР\Витражи\Двери (Панели витража)\АСК_Дверь витража_Распашная_Однопол (v4.2.13).rfa"
"09.02.2024","АР","Панель витража","АСК_Дверь витража_Сантех. кабинка_Двупол ","1.1.1","Создано","Калачев Даниил Артемович","P:\03_БИБЛИОТЕКА\Revit_3_Разработка семейств\01_В работе\Панели витража\Двери\АСК_Дверь витража_Сантех. кабинка_Двупол (v1.1.1).rfa"
"17.01.2024","КЖ","Обобщенные модели","АСК_Арматура краевой балки_Форма 3.3 ","1.1.1","Создано","Калачев Даниил Артемович","P:\03_БИБЛИОТЕКА\Revit_6_Семейства\03_КЖ\Каркасы\АСК_Арматура краевой балки_Форма 3.3 (v1.1.1).rfa"
"22.01.2024","КЖ","Обобщенные модели","АСК_Гильза_Перекрытие_ГОСТ 10704-91 ","1.0.2","Создано","Калачев Даниил Артемович","P:\03_БИБЛИОТЕКА\Revit_6_Семейства\03_КЖ\Гильзы\АСК_Гильза_Перекрытие_ГОСТ 10704-91 (v1.0.2).rfa"
"-","","Обобщенные модели","АСК_Арматура шпонки_Форма 1.5","1.1.1","Создано","Калачев Даниил Артемович","P:\03_БИБЛИОТЕКА\Revit_6_Семейства\03_КЖ\Каркасы\АСК_Арматура шпонки_Форма 1.5 (v1.1.1).rfa"
"19.03.2024","АР","Аннотации","АСК_Марка_Пол","3.0.1","В марку выводится параметр _Тип отделки. Удалены лишние типоразмеры","Красильников Дмитрий Сергеевич","P:\03_БИБЛИОТЕКА\Revit_6_Семейства\02_АР\Аннотации\Марки\Перекрытия\АСК_Марка_Пол (v3.0.1).rfa"
"20.03.2024","АР","Элементы узла","АСК_Эл. узла_Элемент кладки","3.0.6","Добавлены штриховки кирпича 0.6 и 0.8","Попов Антон Михайлович","P:\03_БИБЛИОТЕКА\Revit_6_Семейства\02_АР\Элементы узла\АСК_Эл. узла_Элемент кладки (v3.0.6).rfa"
"26.03.2024","КЖ","Форма арматурного стержня","3.7","1.0.1","Создано ","Попов Антон Михайлович","P:\03_БИБЛИОТЕКА\Revit_6_Семейства\03_КЖ\Несущая арматура\Формы\3.7 (v1.0.1).rfa"
"01.04.2024","АР","Обобщенные модели","АСК_Короб для кондиционера","2.0.1","Сделано семейством без основы","Красильников Дмитрий Сергеевич","P:\03_БИБЛИОТЕКА\Revit_6_Семейства\02_АР\Прочее\АСК_Короб для кондиционера (v2.0.1).rfa"
"15.04.2024","АР","Окна","АСК_Клапан_Приточный_Подоконный_Norvind city","1.0.2","Исправлена группа модели, добавление подсказок для неочевидных типоразмеров","Жук Виталий Томашевич","""P:\03_БИБЛИОТЕКА\Revit_6_Семейства\02_АР\Окна\Приточные устройства\АСК_Клапан_Приточный_Подоконный_Norvind city (v1.0.2).rfa"""
"25.04.2024","АР","Стены","_АСК_Четверти","2.0.1","Часть параметров заменена на общие","Попов Антон Михайлович","P:\03_БИБЛИОТЕКА\Revit_3_Разработка семейств\01_В работе\Окна\ПВХ\ОП\_Вложенные\_АСК_Четверти (2.0.1).rfa"
"25.04.2024","АР","Окна","АСК_Окно_ПВХ_ОП_3х2_ГОСТ 30674-99","7.6.1","- Добавлены отдельная настройка материалов заполнения каждой створки - Добавлены отдельная настройка материалов отлива и подоконника - Обновлено вложенное семейство четвертей","Попов Антон Михайлович","P:\03_БИБЛИОТЕКА\Revit_6_Семейства\02_АР\Окна\ПВХ\ОП\АСК_Окно_ПВХ_ОП_3х2_ГОСТ 30674-99 (v7.6.1).rfa"
"25.04.2024","АР","Окна","АСК_Окно_ПВХ_ОП_1.2.1х3_ГОСТ 30674-99 ","7.6.1","- Добавлены отдельная настройка материалов заполнения каждой створки - Добавлены отдельная настройка материалов отлива и подоконника - Обновлено вложенное семейство четвертей","Попов Антон Михайлович","P:\03_БИБЛИОТЕКА\Revit_6_Семейства\02_АР\Окна\ПВХ\ОП\АСК_Окно_ПВХ_ОП_1.2.1х3_ГОСТ 30674-99 (v7.6.1).rfa"
"25.04.2024","АР","Окна","АСК_Окно_ПВХ_ОП_2.3.2х3_ГОСТ 30674-99","7.6.1","- Добавлены отдельная настройка материалов заполнения каждой створки - Добавлены отдельная настройка материалов отлива и подоконника - Обновлено вложенное семейство четвертей","Попов Антон Михайлович","P:\03_БИБЛИОТЕКА\Revit_6_Семейства\02_АР\Окна\ПВХ\ОП\АСК_Окно_ПВХ_ОП_2.3.2х3_ГОСТ 30674-99 (v7.6.1).rfa"
"25.04.2024","АР","Окна","АСК_Окно_ПВХ_ОП_2.3х2_ГОСТ 30674-99","7.6.1","- Добавлены отдельная настройка материалов заполнения каждой створки - Добавлены отдельная настройка материалов отлива и подоконника - Обновлено вложенное семейство четвертей","Попов Антон Михайлович","P:\03_БИБЛИОТЕКА\Revit_6_Семейства\02_АР\Окна\ПВХ\ОП\АСК_Окно_ПВХ_ОП_2.3х2_ГОСТ 30674-99 (v7.6.1).rfa"
"25.04.2024","АР","Окна","АСК_Окно_ПВХ_ОП_2х1.2_ГОСТ 30674-99 ","7.6.1","- Добавлены отдельная настройка материалов заполнения каждой створки - Добавлены отдельная настройка материалов отлива и подоконника - Обновлено вложенное семейство четвертей","Попов Антон Михайлович","P:\03_БИБЛИОТЕКА\Revit_6_Семейства\02_АР\Окна\ПВХ\ОП\АСК_Окно_ПВХ_ОП_2х1.2_ГОСТ 30674-99 (v7.6.1).rfa"
"25.04.2024","АР","Окна","АСК_Окно_ПВХ_ОП_2х2.1_ГОСТ 30674-99","7.6.1","- Добавлены отдельная настройка материалов заполнения каждой створки - Добавлены отдельная настройка материалов отлива и подоконника - Обновлено вложенное семейство четвертей","Попов Антон Михайлович","P:\03_БИБЛИОТЕКА\Revit_6_Семейства\02_АР\Окна\ПВХ\ОП\АСК_Окно_ПВХ_ОП_2х2.1_ГОСТ 30674-99 (v7.6.1).rfa"
"25.04.2024","АР","Окна","АСК_Окно_ПВХ_ОП_2х3_ГОСТ 30674-99","7.6.1","- Добавлены отдельная настройка материалов заполнения каждой створки - Добавлены отдельная настройка материалов отлива и подоконника - Обновлено вложенное семейство четвертей","Попов Антон Михайлович","P:\03_БИБЛИОТЕКА\Revit_6_Семейства\02_АР\Окна\ПВХ\ОП\АСК_Окно_ПВХ_ОП_2х3_ГОСТ 30674-99 (v7.6.1).rfa"
"25.04.2024","АР","Окна","АСК_Окно_ПВХ_ОП_2х4_ГОСТ 30674-99","7.6.1","- Добавлены отдельная настройка материалов заполнения каждой створки - Добавлены отдельная настройка материалов отлива и подоконника - Обновлено вложенное семейство четвертей","Попов Антон Михайлович","P:\03_БИБЛИОТЕКА\Revit_6_Семейства\02_АР\Окна\ПВХ\ОП\АСК_Окно_ПВХ_ОП_2х4_ГОСТ 30674-99 (v7.6.1).rfa"
"25.04.2024","АР","Окна","АСК_Окно_ПВХ_ОП_3х1.2.1_ГОСТ 30674-99","7.6.1","- Добавлены отдельная настройка материалов заполнения каждой створки - Добавлены отдельная настройка материалов отлива и подоконника - Обновлено вложенное семейство четвертей","Попов Антон Михайлович","P:\03_БИБЛИОТЕКА\Revit_6_Семейства\02_АР\Окна\ПВХ\ОП\АСК_Окно_ПВХ_ОП_3х1.2.1_ГОСТ 30674-99 (v7.6.1).rfa"
"25.04.2024","АР","Окна","АСК_Окно_ПВХ_ОП_4х1_ГОСТ 30674-99","7.6.1","- Добавлены отдельная настройка материалов заполнения каждой створки - Добавлены отдельная настройка материалов отлива и подоконника - Обновлено вложенное семейство четвертей","Попов Антон Михайлович","P:\03_БИБЛИОТЕКА\Revit_6_Семейства\02_АР\Окна\ПВХ\ОП\АСК_Окно_ПВХ_ОП_4х1_ГОСТ 30674-99 (v7.6.1).rfa"
"25.04.2024","АР","Окна","АСК_Окно_ПВХ_ОП_4х2.1.1.2_ГОСТ 30674-99","7.6.1","- Добавлены отдельная настройка материалов заполнения каждой створки - Добавлены отдельная настройка материалов отлива и подоконника - Обновлено вложенное семейство четвертей","Попов Антон Михайлович","P:\03_БИБЛИОТЕКА\Revit_6_Семейства\02_АР\Окна\ПВХ\ОП\АСК_Окно_ПВХ_ОП_4х2.1.1.2_ГОСТ 30674-99 (v7.6.1).rfa"
"25.04.2024","АР","Окна","АСК_Окно_ПВХ_ОП_4х2_ГОСТ 30674-99","7.6.1","- Добавлены отдельная настройка материалов заполнения каждой створки - Добавлены отдельная настройка материалов отлива и подоконника - Обновлено вложенное семейство четвертей","Попов Антон Михайлович","P:\03_БИБЛИОТЕКА\Revit_6_Семейства\02_АР\Окна\ПВХ\ОП\АСК_Окно_ПВХ_ОП_4х2_ГОСТ 30674-99 (v7.6.1).rfa"
"25.04.2024","АР","Окна","АСК_Окно_ПВХ_ОП_5х2_ГОСТ 30674-99 ","7.6.1","- Добавлены отдельная настройка материалов заполнения каждой створки - Добавлены отдельная настройка материалов отлива и подоконника - Обновлено вложенное семейство четвертей","Попов Антон Михайлович","P:\03_БИБЛИОТЕКА\Revit_6_Семейства\02_АР\Окна\ПВХ\ОП\АСК_Окно_ПВХ_ОП_5х2_ГОСТ 30674-99 (v7.6.1).rfa"
"25.04.2024","АР","Окна","АСК_Окно_ПВХ_ОП_2.1х2_ГОСТ 30674-99","7.6.1","- Добавлены отдельная настройка материалов заполнения каждой створки - Добавлены отдельная настройка материалов отлива и подоконника - Обновлено вложенное семейство четвертей","Попов Антон Михайлович","P:\03_БИБЛИОТЕКА\Revit_6_Семейства\02_АР\Окна\ПВХ\ОП\АСК_Окно_ПВХ_ОП_2.1х2_ГОСТ 30674-99 (v7.6.1).rfa"
"25.04.2024","АР","Окна","АСК_Окно_ПВХ_ОП_3х3_ГОСТ 30674-99","7.6.1","- Добавлены отдельная настройка материалов заполнения каждой створки - Добавлены отдельная настройка материалов отлива и подоконника - Обновлено вложенное семейство четвертей","Попов Антон Михайлович","P:\03_БИБЛИОТЕКА\Revit_6_Семейства\02_АР\Окна\ПВХ\ОП\АСК_Окно_ПВХ_ОП_3х3_ГОСТ 30674-99 (v7.6.1).rfa"
"25.04.2024","АР","Окна","АСК_Окно_ПВХ_ОП_1х2_ГОСТ 30674-99","7.6.1","- Добавлены отдельная настройка материалов заполнения каждой створки - Добавлены отдельная настройка материалов отлива и подоконника - Обновлено вложенное семейство четвертей","Попов Антон Михайлович","P:\03_БИБЛИОТЕКА\Revit_6_Семейства\02_АР\Окна\ПВХ\ОП\АСК_Окно_ПВХ_ОП_1х2_ГОСТ 30674-99 (v7.6.1).rfa"
"25.04.2024","АР","Окна","АСК_Окно_ПВХ_ОП_1х3_ГОСТ 30674-99","7.6.1","- Добавлены отдельная настройка материалов заполнения каждой створки - Добавлены отдельная настройка материалов отлива и подоконника - Обновлено вложенное семейство четвертей","Попов Антон Михайлович","P:\03_БИБЛИОТЕКА\Revit_6_Семейства\02_АР\Окна\ПВХ\ОП\АСК_Окно_ПВХ_ОП_1х3_ГОСТ 30674-99 (v7.6.1).rfa"
"25.04.2024","АР","Окна","АСК_Окно_ПВХ_ОП_1.3х2_ГОСТ 30674-99","7.6.1","- Добавлены отдельная настройка материалов заполнения каждой створки - Добавлены отдельная настройка материалов отлива и подоконника - Обновлено вложенное семейство четвертей","Попов Антон Михайлович","P:\03_БИБЛИОТЕКА\Revit_6_Семейства\02_АР\Окна\ПВХ\ОП\АСК_Окно_ПВХ_ОП_1.3х2_ГОСТ 30674-99 (v7.6.1).rfa"
"25.04.2024","АР","Окна","АСК_Окно_ПВХ_ОП_3.1х2_ГОСТ 30674-99","7.6.1","- Добавлены отдельная настройка материалов заполнения каждой створки - Добавлены отдельная настройка материалов отлива и подоконника - Обновлено вложенное семейство четвертей","Попов Антон Михайлович","P:\03_БИБЛИОТЕКА\Revit_6_Семейства\02_АР\Окна\ПВХ\ОП\АСК_Окно_ПВХ_ОП_3.1х2_ГОСТ 30674-99 (v7.6.1).rfa"
"25.04.2024","АР","Окна","АСК_Окно_ПВХ_ОП_1.2х2_ГОСТ 30674-99","7.6.1","- Добавлены отдельная настройка материалов заполнения каждой створки - Добавлены отдельная настройка материалов отлива и подоконника - Обновлено вложенное семейство четвертей","Попов Антон Михайлович","P:\03_БИБЛИОТЕКА\Revit_6_Семейства\02_АР\Окна\ПВХ\ОП\АСК_Окно_ПВХ_ОП_1.2х2_ГОСТ 30674-99 (v7.6.1).rfa"
